Município,CÓDIGO,NOME,2022/jan.,2022/fev.,2022/mar.,2022/abr.,2022/mai.,2022/jun.,2022/jul.,2022/ago.,SOMA,SUBTRAÇÃO,MÉDIA
421450 RIO DO CAMPO,,,-,3,2,3,2,3,3,-,,,
421460 RIO DO OESTE,,,-,-,-,-,-,-,-,-,,,
421470 RIO DOS CEDROS,,,4,4,-,-,1,2,-,-,,,
421480 RIO DO SUL,,,42,51,32,24,19,28,26,17,,,
421490 RIO FORTUNA,,,12,18,11,12,11,13,9,9,,,
421500 RIO NEGRINHO,,,33,41,7,10,11,5,4,2,,,
421505 RIO RUFINO,,,-,-,-,-,-,-,-,-,,,
421507 RIQUEZA,,,-,-,-,-,-,-,-,-,,,
421510 RODEIO,,,-,-,-,-,-,-,-,-,,,
421520 ROMELANDIA,,,-,-,-,-,-,-,-,-,,,
421530 SALETE,,,-,-,2,1,2,2,2,-,,,
421535 SALTINHO,,,-,-,-,-,-,-,-,-,,,
421540 SALTO VELOSO,,,-,2,2,-,-,-,-,1,,,
421545 SANGAO,,,-,-,-,-,-,-,-,-,,,
421550 SANTA CECILIA,,,25,23,3,1,2,4,8,-,,,
421555 SANTA HELENA,,,-,-,-,-,-,-,-,-,,,
421560 SANTA ROSA DE LIMA,,,-,-,-,-,-,-,-,-,,,
421565 SANTA ROSA DO SUL,,,-,-,-,-,-,-,-,-,,,
421567 SANTA TEREZINHA,,,-,-,-,-,-,-,-,-,,,
421568 SANTA TEREZINHA DO PROGRESSO,,,-,-,-,-,-,-,-,-,,,
421569 SANTIAGO DO SUL,,,-,-,-,-,-,-,-,-,,,
421570 SANTO AMARO DA IMPERATRIZ,,,13,14,5,13,10,4,4,2,,,
421575 SAO BERNARDINO,,,-,-,-,-,-,-,-,-,,,
421580 SAO BENTO DO SUL,,,40,26,16,13,15,20,9,6,,,
421590 SAO BONIFACIO,,,4,9,18,12,8,5,7,9,,,
421600 SAO CARLOS,,,28,23,14,11,19,7,5,8,,,
421605 SAO CRISTOVAO DO SUL,,,-,-,-,-,-,-,-,-,,,
421610 SAO DOMINGOS,,,-,-,-,-,-,-,-,-,,,
421620 SAO FRANCISCO DO SUL,,,22,14,12,8,6,4,-,-,,,
421625 SAO JOAO DO OESTE,,,3,1,2,10,5,4,3,1,,,
421630 SAO JOAO BATISTA,,,2,3,3,5,6,2,4,4,,,
421635 SAO JOAO DO ITAPERIU,,,-,-,-,-,-,-,-,-,,,
421640 SAO JOAO DO SUL,,,-,-,-,-,-,-,-,-,,,
421650 SAO JOAQUIM,,,5,5,6,8,8,6,6,3,,,
421660 SAO JOSE,,,70,62,68,72,98,63,54,2,,,
421670 SAO JOSE DO CEDRO,,,3,3,3,9,3,1,4,1,,,
421680 SAO JOSE DO CERRITO,,,-,-,-,-,-,-,-,-,,,
421690 SAO LOURENCO DO OESTE,,,20,18,16,15,20,13,1,-,,,
421700 SAO LUDGERO,,,-,-,-,-,-,-,-,-,,,
421710 SAO MARTINHO,,,-,1,3,-,-,-,-,-,,,
421715 SAO MIGUEL DA BOA VISTA,,,-,-,-,-,-,-,-,-,,,
421720 SAO MIGUEL DO OESTE,,,38,33,28,26,29,20,14,-,,,
421725 SAO PEDRO DE ALCANTARA,,,1,1,2,5,4,4,6,1,,,
421730 SAUDADES,,,6,4,4,13,4,5,4,2,,,
421740 SCHROEDER,,,-,-,-,-,-,-,-,-,,,
421750 SEARA,,,9,24,12,31,18,1,5,1,,,
421755 SERRA ALTA,,,-,-,-,-,-,-,-,-,,,
421760 SIDEROPOLIS,,,-,-,-,-,-,-,-,-,,,
421770 SOMBRIO,,,18,24,12,12,21,15,16,6,,,
421775 SUL BRASIL,,,-,-,-,-,-,-,-,-,,,
421780 TAIO,,,8,2,5,7,4,3,18,6,,,
421790 TANGARA,,,3,4,1,-,-,-,-,-,,,
421795 TIGRINHOS,,,-,-,-,-,-,-,-,-,,,
421800 TIJUCAS,,,14,4,3,8,5,2,13,1,,,
421810 TIMBE DO SUL,,,2,4,12,21,9,8,11,18,,,
421820 TIMBO,,,62,42,33,32,33,31,31,12,,,
421825 TIMBO GRANDE,,,-,-,-,-,-,-,-,-,,,
421830 TRES BARRAS,,,15,14,14,13,24,12,18,6,,,
421835 TREVISO,,,-,-,-,-,-,-,-,-,,,
421840 TREZE DE MAIO,,,45,28,24,23,29,17,22,17,,,
421850 TREZE TILIAS,,,-,-,-,-,-,-,-,-,,,
421860 TROMBUDO CENTRAL,,,-,-,1,-,3,-,-,-,,,
421870 TUBARAO,,,149,64,63,52,56,9,3,-,,,
421875 TUNAPOLIS,,,-,-,3,11,7,5,1,3,,,
421880 TURVO,,,5,6,1,2,2,2,2,2,,,
421885 UNIAO DO OESTE,,,-,-,-,-,-,-,-,-,,,
421890 URUBICI,,,7,4,-,-,1,2,2,-,,,
421895 URUPEMA,,,-,-,-,-,-,-,-,-,,,
421900 URUSSANGA,,,10,8,1,2,2,2,2,3,,,
421910 VARGEAO,,,-,-,-,-,4,1,-,-,,,
421915 VARGEM,,,-,-,-,-,-,-,-,-,,,
421917 VARGEM BONITA,,,-,-,-,-,-,-,-,-,,,
421920 VIDAL RAMOS,,,1,1,2,1,-,-,1,1,,,
421930 VIDEIRA,,,46,37,24,20,14,9,11,11,,,
421935 VITOR MEIRELES,,,1,-,1,2,3,1,1,-,,,
421940 WITMARSUM,,,-,1,-,-,-,-,-,-,,,
421950 XANXERE,,,30,56,25,22,21,12,11,4,,,
421960 XAVANTINA,,,12,2,13,18,5,3,1,1,,,
421970 XAXIM,,,46,30,28,26,28,43,28,29,,,
421985 ZORTEA,,,-,-,-,-,-,-,-,-,,,
422000 BALNEARIO RINCAO,,,-,-,-,-,-,-,-,-,,,
430003 ACEGUA,,,6,5,4,3,7,3,5,7,,,
430005 AGUA SANTA,,,-,-,-,-,-,-,-,-,,,
430010 AGUDO,,,18,15,6,4,2,1,-,-,,,
430020 AJURICABA,,,2,2,6,1,2,-,-,-,,,
430030 ALECRIM,,,7,15,3,6,5,7,2,4,,,
430040 ALEGRETE,,,63,48,40,37,43,20,32,17,,,
430045 ALEGRIA,,,-,-,-,-,-,-,-,-,,,
430047 ALMIRANTE TAMANDARE DO SUL,,,-,-,-,-,-,-,-,-,,,
430050 ALPESTRE,,,7,6,5,6,3,6,2,-,,,
430055 ALTO ALEGRE,,,-,-,-,-,-,-,-,-,,,
430057 ALTO FELIZ,,,-,-,-,-,-,-,-,-,,,
430060 ALVORADA,,,87,46,45,50,39,50,36,16,,,
430063 AMARAL FERRADOR,,,-,-,-,-,-,-,-,-,,,
430064 AMETISTA DO SUL,,,16,11,18,23,5,-,-,-,,,
430066 ANDRE DA ROCHA,,,-,-,-,-,-,-,-,-,,,
430070 ANTA GORDA,,,5,7,6,4,4,4,7,2,,,
430080 ANTONIO PRADO,,,13,2,2,3,1,1,5,2,,,
430085 ARAMBARE,,,-,-,-,-,-,-,-,-,,,
430087 ARARICA,,,-,-,-,-,-,-,-,-,,,
430090 ARATIBA,,,20,25,11,13,2,2,3,2,,,
430100 ARROIO DO MEIO,,,15,11,28,14,18,13,15,3,,,
430105 ARROIO DO SAL,,,-,-,-,-,-,-,-,-,,,
430107 ARROIO DO PADRE,,,-,-,-,-,-,-,-,-,,,
430110 ARROIO DOS RATOS,,,-,-,-,-,-,-,-,-,,,
430120 ARROIO DO TIGRE,,,20,21,17,14,12,6,-,-,,,
430130 ARROIO GRANDE,,,3,10,6,4,12,7,5,4,,,
430140 ARVOREZINHA,,,10,13,5,9,7,9,1,2,,,
430150 AUGUSTO PESTANA,,,-,-,-,2,3,-,1,-,,,
430155 AUREA,,,-,-,-,-,-,-,-,-,,,
430160 BAGE,,,71,77,43,23,40,43,34,21,,,
430163 BALNEARIO PINHAL,,,-,-,-,-,-,-,-,-,,,
430165 BARAO,,,-,-,-,-,-,-,-,-,,,
430170 BARAO DE COTEGIPE,,,-,-,-,-,-,-,-,-,,,
430175 BARAO DO TRIUNFO,,,-,-,-,-,-,-,-,-,,,
430180 BARRACAO,,,-,-,-,-,-,-,-,-,,,
430185 BARRA DO GUARITA,,,-,-,-,-,-,-,-,-,,,
430187 BARRA DO QUARAI,,,-,-,-,-,-,-,-,-,,,
430190 BARRA DO RIBEIRO,,,-,-,-,-,-,-,-,-,,,
430192 BARRA DO RIO AZUL,,,-,-,-,-,-,-,-,-,,,
430195 BARRA FUNDA,,,-,-,-,-,-,-,-,-,,,
430200 BARROS CASSAL,,,-,-,-,-,-,-,-,-,,,
430205 BENJAMIN CONSTANT DO SUL,,,-,-,-,-,-,-,-,-,,,
430210 BENTO GONCALVES,,,54,43,36,29,35,32,22,9,,,
430215 BOA VISTA DAS MISSOES,,,-,-,-,-,-,-,-,-,,,
430220 BOA VISTA DO BURICA,,,4,6,28,58,28,1,-,-,,,
430222 BOA VISTA DO CADEADO,,,-,-,-,-,-,-,-,-,,,
430223 BOA VISTA DO INCRA,,,-,-,-,-,-,-,-,-,,,
430225 BOA VISTA DO SUL,,,-,-,-,-,-,-,-,-,,,
430230 BOM JESUS,,,4,4,5,2,-,-,-,-,,,
430235 BOM PRINCIPIO,,,4,4,7,2,8,4,2,1,,,
430237 BOM PROGRESSO,,,-,-,-,-,-,-,-,-,,,
430240 BOM RETIRO DO SUL,,,14,17,13,18,11,7,6,1,,,
430245 BOQUEIRAO DO LEAO,,,12,2,2,3,1,-,-,-,,,
430250 BOSSOROCA,,,-,-,-,-,-,-,-,-,,,
430258 BOZANO,,,-,-,-,-,-,-,-,-,,,
430260 BRAGA,,,-,-,-,-,-,-,-,-,,,
430265 BROCHIER,,,-,-,-,-,-,-,-,-,,,
430270 BUTIA,,,1,2,-,-,-,-,-,-,,,
430280 CACAPAVA DO SUL,,,26,16,15,16,18,11,12,10,,,
430290 CACEQUI,,,5,11,11,6,4,12,3,3,,,
430300 CACHOEIRA DO SUL,,,42,37,29,39,31,27,23,-,,,
430310 CACHOEIRINHA,,,51,56,31,31,30,14,8,4,,,
430320 CACIQUE DOBLE,,,-,-,-,-,-,-,-,-,,,
430330 CAIBATE,,,11,6,9,4,6,5,3,3,,,
430340 CAICARA,,,3,3,2,4,2,1,1,-,,,
430350 CAMAQUA,,,51,57,36,42,45,78,44,-,,,
430355 CAMARGO,,,-,-,-,-,-,-,-,-,,,
430360 CAMBARA DO SUL,,,3,2,2,1,1,-,-,-,,,
430367 CAMPESTRE DA SERRA,,,-,-,-,-,-,-,-,-,,,
430370 CAMPINA DAS MISSOES,,,7,5,6,7,9,5,5,2,,,
430380 CAMPINAS DO SUL,,,4,5,6,5,6,2,-,-,,,
430390 CAMPO BOM,,,29,20,12,25,15,18,28,22,,,
430400 CAMPO NOVO,,,5,6,6,3,-,1,2,2,,,
430410 CAMPOS BORGES,,,-,-,-,-,-,-,-,-,,,
430420 CANDELARIA,,,27,24,11,15,9,7,5,-,,,
430430 CANDIDO GODOI,,,16,13,3,2,4,3,-,1,,,
430435 CANDIOTA,,,-,-,-,-,-,-,-,-,,,
430440 CANELA,,,26,13,15,10,11,5,5,4,,,
430450 CANGUCU,,,26,36,21,18,17,21,7,6,,,
430460 CANOAS,,,483,368,539,442,428,356,216,65,,,
430461 CANUDOS DO VALE,,,-,-,-,-,-,-,-,-,,,
430462 CAPAO BONITO DO SUL,,,-,-,-,-,-,-,-,-,,,
430463 CAPAO DA CANOA,,,30,25,16,12,11,7,19,2,,,
430465 CAPAO DO CIPO,,,-,-,-,-,-,-,-,-,,,
430466 CAPAO DO LEAO,,,-,-,-,-,-,-,-,-,,,
430467 CAPIVARI DO SUL,,,-,-,-,-,-,-,-,-,,,
430468 CAPELA DE SANTANA,,,-,-,-,-,-,-,-,-,,,
430469 CAPITAO,,,-,-,-,-,-,-,-,-,,,
430470 CARAZINHO,,,45,41,14,23,25,17,14,-,,,
430471 CARAA,,,-,-,-,-,-,-,-,-,,,
430480 CARLOS BARBOSA,,,12,4,9,6,8,1,1,-,,,
430485 CARLOS GOMES,,,-,-,-,-,-,-,-,-,,,
430490 CASCA,,,5,8,-,1,2,3,2,-,,,
430495 CASEIROS,,,-,-,-,-,-,-,-,-,,,
430500 CATUIPE,,,-,-,-,-,-,-,-,-,,,
430510 CAXIAS DO SUL,,,164,134,64,71,83,44,52,16,,,
430511 CENTENARIO,,,-,-,-,-,-,-,-,-,,,
430512 CERRITO,,,-,-,-,-,-,-,-,-,,,
430513 CERRO BRANCO,,,-,-,-,-,-,-,-,-,,,
430515 CERRO GRANDE,,,-,-,-,-,-,-,-,-,,,
430517 CERRO GRANDE DO SUL,,,-,-,-,-,-,-,-,-,,,
430520 CERRO LARGO,,,13,10,8,6,5,3,3,6,,,
430530 CHAPADA,,,4,4,3,3,3,2,1,3,,,
430535 CHARQUEADAS,,,26,30,12,9,9,10,6,-,,,
430537 CHARRUA,,,-,-,-,-,-,-,-,-,,,
430540 CHIAPETTA,,,8,11,6,1,5,3,1,-,,,
430543 CHUI,,,-,-,-,-,-,-,-,-,,,
430544 CHUVISCA,,,-,-,-,-,-,-,-,-,,,
430545 CIDREIRA,,,-,-,-,-,-,-,-,-,,,
430550 CIRIACO,,,-,-,-,-,-,-,-,-,,,
430558 COLINAS,,,-,-,-,-,-,-,-,-,,,
430560 COLORADO,,,-,-,-,-,-,-,-,-,,,
430570 CONDOR,,,6,9,12,8,10,5,9,4,,,
430580 CONSTANTINA,,,4,7,14,16,12,5,5,-,,,
430583 COQUEIRO BAIXO,,,-,-,-,-,-,-,-,-,,,
430585 COQUEIROS DO SUL,,,-,-,-,-,-,-,-,-,,,
430587 CORONEL BARROS,,,-,-,-,-,-,-,-,-,,,
430590 CORONEL BICACO,,,9,3,6,2,7,-,1,2,,,
430593 CORONEL PILAR,,,-,-,-,-,-,-,-,-,,,
430595 COTIPORA,,,-,-,-,-,-,-,-,-,,,
430597 COXILHA,,,-,-,-,-,-,-,-,-,,,
430600 CRISSIUMAL,,,13,11,12,6,4,8,11,2,,,
430605 CRISTAL,,,-,-,-,-,-,-,-,-,,,
430607 CRISTAL DO SUL,,,-,-,-,-,-,-,-,-,,,
430610 CRUZ ALTA,,,61,67,36,31,32,36,38,37,,,
430613 CRUZALTENSE,,,-,-,-,-,-,-,-,-,,,
430620 CRUZEIRO DO SUL,,,3,2,1,3,1,2,1,-,,,
430630 DAVID CANABARRO,,,3,5,1,-,1,11,5,-,,,
430632 DERRUBADAS,,,-,-,-,-,-,-,-,-,,,
430635 DEZESSEIS DE NOVEMBRO,,,-,-,-,-,-,-,-,-,,,
430637 DILERMANDO DE AGUIAR,,,-,-,-,-,-,-,-,-,,,
430640 DOIS IRMAOS,,,3,7,18,14,9,5,1,-,,,
430642 DOIS IRMAOS DAS MISSOES,,,-,-,-,-,-,-,-,-,,,
430645 DOIS LAJEADOS,,,35,41,18,14,23,34,10,12,,,
430650 DOM FELICIANO,,,7,7,10,6,7,1,6,-,,,
430655 DOM PEDRO DE ALCANTARA,,,-,-,-,-,-,-,-,-,,,
430660 DOM PEDRITO,,,48,39,39,21,37,28,29,20,,,
430670 DONA FRANCISCA,,,-,-,-,-,-,-,-,-,,,
430673 DOUTOR MAURICIO CARDOSO,,,-,-,-,-,-,-,-,-,,,
430675 DOUTOR RICARDO,,,-,-,-,-,-,-,-,-,,,
430676 ELDORADO DO SUL,,,-,-,-,-,-,-,-,-,,,
430680 ENCANTADO,,,27,12,8,7,-,-,-,-,,,
430690 ENCRUZILHADA DO SUL,,,10,15,7,7,8,12,4,1,,,
430692 ENGENHO VELHO,,,-,-,-,-,-,-,-,-,,,
430693 ENTRE-IJUIS,,,-,-,-,-,-,-,-,-,,,
430695 ENTRE RIOS DO SUL,,,-,-,-,-,-,-,-,-,,,
430697 EREBANGO,,,-,-,-,-,-,-,-,-,,,
430700 ERECHIM,,,50,52,31,34,25,25,7,6,,,
430705 ERNESTINA,,,-,-,-,-,-,-,-,-,,,
430710 HERVAL,,,14,5,2,1,-,-,-,-,,,
430720 ERVAL GRANDE,,,-,-,-,-,-,-,-,-,,,
430730 ERVAL SECO,,,-,-,-,-,-,-,-,-,,,
430740 ESMERALDA,,,-,-,-,-,-,-,-,-,,,
430745 ESPERANCA DO SUL,,,-,-,-,-,-,-,-,-,,,
430750 ESPUMOSO,,,5,4,4,1,2,4,3,-,,,
430755 ESTACAO,,,-,-,-,-,-,-,-,-,,,
430760 ESTANCIA VELHA,,,18,22,56,63,25,9,1,-,,,
430770 ESTEIO,,,36,51,26,30,38,20,16,6,,,
430780 ESTRELA,,,33,33,27,44,51,31,8,-,,,
430781 ESTRELA VELHA,,,-,-,-,-,-,-,-,-,,,
430783 EUGENIO DE CASTRO,,,-,-,-,-,-,-,-,-,,,
430786 FAGUNDES VARELA,,,-,-,-,-,-,-,-,-,,,
430790 FARROUPILHA,,,34,40,25,29,20,27,22,14,,,
430800 FAXINAL DO SOTURNO,,,6,5,4,9,11,2,6,1,,,
430805 FAXINALZINHO,,,-,-,-,-,-,-,-,-,,,
430807 FAZENDA VILANOVA,,,-,-,-,-,-,-,-,-,,,
430810 FELIZ,,,31,21,16,15,28,7,17,11,,,
430820 FLORES DA CUNHA,,,6,4,4,3,4,1,-,2,,,
430825 FLORIANO PEIXOTO,,,-,-,-,-,-,-,-,-,,,
430830 FONTOURA XAVIER,,,-,-,-,-,-,-,-,-,,,
430840 FORMIGUEIRO,,,-,-,-,-,-,-,-,-,,,
430843 FORQUETINHA,,,-,-,-,-,-,-,-,-,,,
430845 FORTALEZA DOS VALOS,,,-,-,-,-,-,-,-,-,,,
430850 FREDERICO WESTPHALEN,,,38,31,32,27,22,20,13,-,,,
430860 GARIBALDI,,,11,13,5,3,6,5,6,4,,,
430865 GARRUCHOS,,,-,-,-,-,-,-,-,-,,,
430870 GAURAMA,,,5,3,2,1,-,-,2,-,,,
430880 GENERAL CAMARA,,,-,-,-,-,-,-,-,-,,,
430885 GENTIL,,,-,-,-,-,-,-,-,-,,,
430890 GETULIO VARGAS,,,19,19,11,4,8,7,5,-,,,
430900 GIRUA,,,18,19,11,8,6,-,-,-,,,
430905 GLORINHA,,,-,-,-,-,-,-,-,-,,,
430910 GRAMADO,,,15,12,16,3,19,6,4,-,,,
430912 GRAMADO DOS LOUREIROS,,,-,-,-,-,-,-,-,-,,,
430915 GRAMADO XAVIER,,,-,-,-,-,-,-,-,-,,,
430920 GRAVATAI,,,68,60,32,26,29,28,23,8,,,
430925 GUABIJU,,,-,1,-,-,-,-,-,-,,,
430930 GUAIBA,,,39,32,24,13,25,22,12,-,,,
430940 GUAPORE,,,13,4,4,2,2,1,1,-,,,
430950 GUARANI DAS MISSOES,,,27,10,8,12,7,7,3,3,,,
430955 HARMONIA,,,-,-,-,-,-,-,-,-,,,
430957 HERVEIRAS,,,-,-,-,-,-,-,-,-,,,
430960 HORIZONTINA,,,22,21,34,30,26,17,15,8,,,
430965 HULHA NEGRA,,,-,-,-,-,-,-,-,-,,,
430970 HUMAITA,,,1,1,-,-,-,-,-,-,,,
430975 IBARAMA,,,-,-,-,-,-,-,-,-,,,
430980 IBIACA,,,-,-,-,-,-,-,-,-,,,
430990 IBIRAIARAS,,,-,-,-,-,-,-,-,-,,,
430995 IBIRAPUITA,,,-,-,-,-,-,-,-,-,,,
431000 IBIRUBA,,,21,13,6,4,1,-,1,1,,,
431010 IGREJINHA,,,18,27,71,53,29,16,12,7,,,
431020 IJUI,,,58,32,27,25,16,29,11,6,,,
431030 ILOPOLIS,,,6,1,5,4,-,3,1,-,,,
431033 IMBE,,,-,-,-,-,-,-,-,-,,,
431036 IMIGRANTE,,,-,-,-,-,-,-,-,-,,,
431040 INDEPENDENCIA,,,-,-,-,-,-,-,-,-,,,
431041 INHACORA,,,-,-,-,-,-,-,-,-,,,
431043 IPE,,,-,-,-,-,-,-,-,-,,,
431046 IPIRANGA DO SUL,,,-,-,-,-,-,-,-,-,,,
431050 IRAI,,,9,5,11,6,5,3,11,1,,,
431053 ITAARA,,,-,-,-,-,-,-,-,-,,,
431055 ITACURUBI,,,-,-,-,-,-,-,-,-,,,
431057 ITAPUCA,,,-,-,-,-,-,-,-,-,,,
431060 ITAQUI,,,13,13,10,4,6,6,8,4,,,
431065 ITATI,,,-,-,-,-,-,-,-,-,,,
431070 ITATIBA DO SUL,,,-,-,-,-,-,-,-,-,,,
431075 IVORA,,,-,1,1,-,1,1,1,2,,,
431080 IVOTI,,,4,11,3,7,4,11,4,2,,,
431085 JABOTICABA,,,3,1,32,30,6,3,2,1,,,
431087 JACUIZINHO,,,-,-,-,-,-,-,-,-,,,
431090 JACUTINGA,,,-,-,-,-,-,-,-,-,,,
431100 JAGUARAO,,,9,6,4,4,6,3,6,1,,,
431110 JAGUARI,,,17,8,10,11,11,3,1,2,,,
431112 JAQUIRANA,,,-,1,3,-,-,-,-,-,,,
431113 JARI,,,-,-,-,-,-,-,-,-,,,
431115 JOIA,,,-,-,-,-,-,-,-,-,,,
431120 JULIO DE CASTILHOS,,,7,4,8,6,6,3,2,1,,,
431123 LAGOA BONITA DO SUL,,,-,-,-,-,-,-,-,-,,,
431125 LAGOAO,,,-,-,-,-,-,-,-,-,,,
431127 LAGOA DOS TRES CANTOS,,,-,-,-,-,-,-,-,-,,,
431130 LAGOA VERMELHA,,,17,24,5,2,4,-,1,-,,,
431140 LAJEADO,,,53,22,13,34,37,18,10,1,,,
431142 LAJEADO DO BUGRE,,,-,-,-,-,-,-,-,-,,,
431150 LAVRAS DO SUL,,,-,-,2,-,2,-,-,-,,,
431160 LIBERATO SALZANO,,,-,-,-,-,-,-,-,-,,,
431162 LINDOLFO COLLOR,,,-,-,-,-,-,-,-,-,,,
431164 LINHA NOVA,,,-,-,-,-,-,-,-,-,,,
431170 MACHADINHO,,,-,-,-,-,-,-,-,-,,,
431171 MACAMBARA,,,-,-,-,-,-,-,-,-,,,
431173 MAMPITUBA,,,-,-,-,-,-,-,-,-,,,
431175 MANOEL VIANA,,,-,-,-,-,-,-,-,-,,,
431177 MAQUINE,,,-,-,-,-,-,-,-,-,,,
431179 MARATA,,,-,-,-,-,-,-,-,-,,,
431180 MARAU,,,10,12,3,1,3,1,2,1,,,
431190 MARCELINO RAMOS,,,5,18,5,13,6,2,-,-,,,
431198 MARIANA PIMENTEL,,,-,-,-,-,-,-,-,-,,,
431200 MARIANO MORO,,,-,-,-,-,-,-,-,-,,,
431205 MARQUES DE SOUZA,,,7,8,17,18,-,-,-,-,,,
431210 MATA,,,7,-,-,-,-,-,1,-,,,
431213 MATO CASTELHANO,,,-,-,-,-,-,-,-,-,,,
431215 MATO LEITAO,,,-,-,-,-,-,-,-,-,,,
431217 MATO QUEIMADO,,,-,-,-,-,-,-,-,-,,,
431220 MAXIMILIANO DE ALMEIDA,,,9,5,10,12,4,8,7,4,,,
431225 MINAS DO LEAO,,,-,-,-,-,-,-,-,-,,,
431230 MIRAGUAI,,,-,-,-,-,-,-,-,-,,,
431235 MONTAURI,,,-,-,-,-,-,-,-,-,,,
431237 MONTE ALEGRE DOS CAMPOS,,,-,-,-,-,-,-,-,-,,,
431238 MONTE BELO DO SUL,,,-,-,-,-,-,-,-,-,,,
431240 MONTENEGRO,,,62,54,38,50,32,32,24,13,,,
431242 MORMACO,,,-,-,-,-,-,-,-,-,,,
431244 MORRINHOS DO SUL,,,-,-,-,-,-,-,-,-,,,
431245 MORRO REDONDO,,,-,-,-,-,-,-,-,-,,,
431247 MORRO REUTER,,,-,-,-,-,-,-,-,-,,,
431250 MOSTARDAS,,,3,3,3,1,-,-,1,-,,,
431260 MUCUM,,,4,2,7,3,4,3,5,-,,,
431261 MUITOS CAPOES,,,-,-,-,-,-,-,-,-,,,
431262 MULITERNO,,,-,-,-,-,-,-,-,-,,,
431265 NAO-ME-TOQUE,,,1,2,1,2,1,-,1,-,,,
431267 NICOLAU VERGUEIRO,,,-,-,-,-,-,-,-,-,,,
431270 NONOAI,,,28,20,30,29,22,21,8,-,,,
431275 NOVA ALVORADA,,,-,-,-,-,-,-,-,-,,,
431280 NOVA ARACA,,,-,-,-,-,-,-,-,-,,,
431290 NOVA BASSANO,,,9,10,5,9,10,5,3,2,,,
431295 NOVA BOA VISTA,,,-,-,-,-,-,-,-,-,,,
431300 NOVA BRESCIA,,,14,3,4,6,4,2,6,1,,,
431301 NOVA CANDELARIA,,,-,-,-,-,-,-,-,-,,,
431303 NOVA ESPERANCA DO SUL,,,-,-,-,-,-,-,-,-,,,
431306 NOVA HARTZ,,,-,-,-,-,-,-,-,-,,,
431308 NOVA PADUA,,,-,-,-,-,-,-,-,-,,,
431310 NOVA PALMA,,,13,14,12,15,10,11,4,-,,,
431320 NOVA PETROPOLIS,,,18,13,6,8,11,4,-,-,,,
431330 NOVA PRATA,,,12,4,5,6,4,6,5,7,,,
431333 NOVA RAMADA,,,-,-,-,-,-,-,-,-,,,
431335 NOVA ROMA DO SUL,,,-,-,-,-,-,-,-,-,,,
431337 NOVA SANTA RITA,,,-,-,-,-,-,-,-,-,,,
431339 NOVO CABRAIS,,,-,-,-,-,-,-,-,-,,,
431340 NOVO HAMBURGO,,,60,98,55,67,54,15,23,16,,,
431342 NOVO MACHADO,,,-,-,-,-,-,-,-,-,,,
431344 NOVO TIRADENTES,,,-,-,-,-,-,-,-,-,,,
431346 NOVO XINGU,,,-,-,-,-,-,-,-,-,,,
431349 NOVO BARREIRO,,,-,-,-,-,-,-,-,-,,,
431350 OSORIO,,,39,22,27,16,13,14,8,1,,,
431360 PAIM FILHO,,,10,12,16,20,21,24,2,-,,,
431365 PALMARES DO SUL,,,5,1,-,2,2,2,1,-,,,
431370 PALMEIRA DAS MISSOES,,,31,37,12,25,8,5,6,4,,,
431380 PALMITINHO,,,29,25,19,33,29,4,-,-,,,
431390 PANAMBI,,,29,31,23,12,26,18,17,6,,,
431395 PANTANO GRANDE,,,-,-,-,-,-,-,-,-,,,
431400 PARAI,,,4,5,-,1,-,-,-,-,,,
431402 PARAISO DO SUL,,,3,7,-,-,-,-,-,-,,,
431403 PARECI NOVO,,,-,-,-,-,-,-,-,-,,,
431405 PAROBE,,,56,43,25,29,26,12,10,18,,,
431406 PASSA SETE,,,-,-,-,-,-,-,-,-,,,
431407 PASSO DO SOBRADO,,,-,-,-,-,-,-,-,-,,,
431410 PASSO FUNDO,,,275,223,159,145,177,126,65,40,,,
431413 PAULO BENTO,,,-,-,-,-,-,-,-,-,,,
431415 PAVERAMA,,,-,-,-,-,-,-,-,-,,,
431417 PEDRAS ALTAS,,,-,-,-,-,-,-,-,-,,,
431420 PEDRO OSORIO,,,4,3,6,2,4,3,6,-,,,
431430 PEJUCARA,,,1,1,-,1,1,1,4,1,,,
431440 PELOTAS,,,258,261,194,150,132,120,74,14,,,
431442 PICADA CAFE,,,-,-,-,-,-,-,-,-,,,
431445 PINHAL,,,-,-,-,-,-,-,-,-,,,
431446 PINHAL DA SERRA,,,-,-,-,-,-,-,-,-,,,
431447 PINHAL GRANDE,,,2,-,-,1,-,-,1,-,,,
431449 PINHEIRINHO DO VALE,,,-,-,-,-,-,-,-,-,,,
431450 PINHEIRO MACHADO,,,4,1,3,5,2,2,2,1,,,
431454 PINTO BANDEIRA,,,-,-,-,-,-,-,-,-,,,
431455 PIRAPO,,,-,-,-,-,-,-,-,-,,,
431460 PIRATINI,,,4,3,6,3,2,4,4,2,,,
431470 PLANALTO,,,8,14,11,2,6,2,7,1,,,
431475 POCO DAS ANTAS,,,-,-,-,-,-,-,-,-,,,
431477 PONTAO,,,-,-,-,-,-,-,-,-,,,
431478 PONTE PRETA,,,-,-,-,-,-,-,-,-,,,
431480 PORTAO,,,22,17,10,18,22,26,19,-,,,
431490 PORTO ALEGRE,,,1524,1286,1042,962,1036,738,608,171,,,
431500 PORTO LUCENA,,,7,7,5,4,2,2,5,2,,,
